,Unnamed: 0,p1,p2,GT,pred_score,pred_label
25,25,C:\xvecs\test\0\F03_B2_UW9_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-9.646681924433445,0
26,26,C:\xvecs\test\0\F03_B2_UW9_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-6.81750938919998,0
27,27,C:\xvecs\test\0\F03_B2_UW9_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-7.659163868022095,0
28,28,C:\xvecs\test\1\F02_B2_UW96_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-7.639305002919414,0
29,29,C:\xvecs\test\1\F02_B2_UW96_M4_FSR.npy,C:\xvecs\avergae\lo.npy,1,2.4265933223874487,1
30,30,C:\xvecs\test\1\F02_B2_UW96_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-6.380062895966898,0
31,31,C:\xvecs\test\1\F02_B2_UW96_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-6.834569677942579,0
32,32,C:\xvecs\test\0\F03_B2_UW47_M4_FSR.npy,C:\xvecs\avergae\vl.npy,1,2.682367383616974,1
33,33,C:\xvecs\test\0\F03_B2_UW47_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-7.845319473810029,0
34,34,C:\xvecs\test\0\F03_B2_UW47_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-5.9330844984938516,0
35,35,C:\xvecs\test\0\F03_B2_UW47_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-6.799394006714806,0
36,36,C:\xvecs\test\2\F04_B2_UW80_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-3.2537992355050456,0
37,37,C:\xvecs\test\2\F04_B2_UW80_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-4.935512603513164,0
38,38,C:\xvecs\test\2\F04_B2_UW80_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,2.3633978113459406,1
39,39,C:\xvecs\test\2\F04_B2_UW80_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-3.732512690992607,0
40,40,C:\xvecs\test\3\F05_B2_UW91_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-8.645427422324886,0
41,41,C:\xvecs\test\3\F05_B2_UW91_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-8.518071570035918,0
42,42,C:\xvecs\test\3\F05_B2_UW91_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-8.926185322900505,0
43,43,C:\xvecs\test\3\F05_B2_UW91_M5_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.028539747119936,1
44,44,C:\xvecs\test\3\F05_B2_UW42_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-16.82467717520352,0
45,45,C:\xvecs\test\3\F05_B2_UW42_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-16.995842527119898,0
46,46,C:\xvecs\test\3\F05_B2_UW42_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-16.492965153541192,0
47,47,C:\xvecs\test\3\F05_B2_UW42_M5_FSR.npy,C:\xvecs\avergae\hi.npy,1,-0.6354289460929863,0
48,48,C:\xvecs\test\0\M04_B2_UW42_M5_FSR.npy,C:\xvecs\avergae\vl.npy,1,2.7521974567388483,1
49,49,C:\xvecs\test\0\M04_B2_UW42_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-6.508568988806282,0
50,50,C:\xvecs\test\0\M04_B2_UW42_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-5.940781171780948,0
51,51,C:\xvecs\test\0\M04_B2_UW42_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-6.961057679940257,0
52,52,C:\xvecs\test\3\M08_B2_UW80_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-4.080043239863592,0
53,53,C:\xvecs\test\3\M08_B2_UW80_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-4.042629137493503,0
54,54,C:\xvecs\test\3\M08_B2_UW80_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-3.9763708013698995,0
55,55,C:\xvecs\test\3\M08_B2_UW80_M4_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.362101158018575,1
56,56,C:\xvecs\test\0\F03_B2_UW1_M4_FSR.npy,C:\xvecs\avergae\vl.npy,1,2.047392525277978,1
57,57,C:\xvecs\test\0\F03_B2_UW1_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-11.451060958413354,0
58,58,C:\xvecs\test\0\F03_B2_UW1_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-9.751390167003077,0
59,59,C:\xvecs\test\0\F03_B2_UW1_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-9.829270074753985,0
60,60,C:\xvecs\test\1\M07_B2_UW21_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-7.493887550232241,0
61,61,C:\xvecs\test\1\M07_B2_UW21_M4_FSR.npy,C:\xvecs\avergae\lo.npy,1,2.301760890416091,1
62,62,C:\xvecs\test\1\M07_B2_UW21_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-7.126226945081818,0
63,63,C:\xvecs\test\1\M07_B2_UW21_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-9.13995545743406,0
64,64,C:\xvecs\test\3\M08_B2_UW56_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-5.3580540015324765,0
65,65,C:\xvecs\test\3\M08_B2_UW56_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-6.194390246758449,0
66,66,C:\xvecs\test\3\M08_B2_UW56_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-4.1118108917951,0
67,67,C:\xvecs\test\3\M08_B2_UW56_M5_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.5071240890296203,1
68,68,C:\xvecs\test\3\F05_B2_UW98_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-15.772610586214356,0
69,69,C:\xvecs\test\3\F05_B2_UW98_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-15.757159267172128,0
70,70,C:\xvecs\test\3\F05_B2_UW98_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-15.755779971520955,0
71,71,C:\xvecs\test\3\F05_B2_UW98_M4_FSR.npy,C:\xvecs\avergae\hi.npy,1,-0.24800885910327253,0
72,72,C:\xvecs\test\0\M04_B2_UW6_M5_FSR.npy,C:\xvecs\avergae\vl.npy,1,2.0756140861809538,1
73,73,C:\xvecs\test\0\M04_B2_UW6_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-3.002692267025248,0
74,74,C:\xvecs\test\0\M04_B2_UW6_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-1.8802461263335584,0
75,75,C:\xvecs\test\0\M04_B2_UW6_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-2.5421999040745167,0
76,76,C:\xvecs\test\1\F02_B2_UW9_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-7.77539801878023,0
77,77,C:\xvecs\test\1\F02_B2_UW9_M5_FSR.npy,C:\xvecs\avergae\lo.npy,1,2.417691795355532,1
78,78,C:\xvecs\test\1\F02_B2_UW9_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-6.06850703594662,0
79,79,C:\xvecs\test\1\F02_B2_UW9_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-7.48608341167143,0
80,80,C:\xvecs\test\0\F03_B2_UW4_M4_FSR.npy,C:\xvecs\avergae\vl.npy,1,2.047248907827303,1
81,81,C:\xvecs\test\0\F03_B2_UW4_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-4.000641048377169,0
82,82,C:\xvecs\test\0\F03_B2_UW4_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-1.6791303453595816,0
83,83,C:\xvecs\test\0\F03_B2_UW4_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-2.442433544354479,0
84,84,C:\xvecs\test\3\F05_B2_UW4_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-2.915953655830382,0
85,85,C:\xvecs\test\3\F05_B2_UW4_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-3.3200969179552686,0
86,86,C:\xvecs\test\3\F05_B2_UW4_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-2.828706560905724,0
87,87,C:\xvecs\test\3\F05_B2_UW4_M4_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.1367298661323346,1
88,88,C:\xvecs\test\2\M05_B2_UW58_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-3.2570556938079953,0
89,89,C:\xvecs\test\2\M05_B2_UW58_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-3.8962585162228187,0
90,90,C:\xvecs\test\2\M05_B2_UW58_M4_FSR.npy,C:\xvecs\avergae\me.npy,1,2.3162906616783943,1
91,91,C:\xvecs\test\2\M05_B2_UW58_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-4.9487911022479985,0
92,92,C:\xvecs\test\0\M04_B2_UW18_M5_FSR.npy,C:\xvecs\avergae\vl.npy,1,1.5127075537323442,1
93,93,C:\xvecs\test\0\M04_B2_UW18_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-13.347290661736508,0
94,94,C:\xvecs\test\0\M04_B2_UW18_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-10.019534844408685,0
95,95,C:\xvecs\test\0\M04_B2_UW18_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-12.190875509002979,0
96,96,C:\xvecs\test\1\M07_B2_UW74_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-7.2178429559312605,0
97,97,C:\xvecs\test\1\M07_B2_UW74_M5_FSR.npy,C:\xvecs\avergae\lo.npy,1,2.4500787059644935,1
98,98,C:\xvecs\test\1\M07_B2_UW74_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-5.670248003308583,0
99,99,C:\xvecs\test\1\M07_B2_UW74_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-7.52119592208178,0
100,100,C:\xvecs\test\1\F02_B2_UW30_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-4.063338105679232,0
101,101,C:\xvecs\test\1\F02_B2_UW30_M5_FSR.npy,C:\xvecs\avergae\lo.npy,1,2.1929754226427445,1
102,102,C:\xvecs\test\1\F02_B2_UW30_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-3.988897667691761,0
103,103,C:\xvecs\test\1\F02_B2_UW30_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-3.071253967537448,0
104,104,C:\xvecs\test\0\F03_B2_UW92_M5_FSR.npy,C:\xvecs\avergae\vl.npy,1,2.2653945889264975,1
105,105,C:\xvecs\test\0\F03_B2_UW92_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-8.844128659949622,0
106,106,C:\xvecs\test\0\F03_B2_UW92_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-5.498557377792398,0
107,107,C:\xvecs\test\0\F03_B2_UW92_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-4.6055228556680525,0
108,108,C:\xvecs\test\2\M05_B2_UW34_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-6.23156847887487,0
109,109,C:\xvecs\test\2\M05_B2_UW34_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-6.708592107678758,0
110,110,C:\xvecs\test\2\M05_B2_UW34_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,2.3564873065961933,1
111,111,C:\xvecs\test\2\M05_B2_UW34_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-4.261154164492538,0
112,112,C:\xvecs\test\3\F05_B2_UW97_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-10.095150292097962,0
113,113,C:\xvecs\test\3\F05_B2_UW97_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-10.052948113896523,0
114,114,C:\xvecs\test\3\F05_B2_UW97_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-9.681005076556445,0
115,115,C:\xvecs\test\3\F05_B2_UW97_M4_FSR.npy,C:\xvecs\avergae\hi.npy,1,1.8101197847572745,1
116,116,C:\xvecs\test\0\F03_B2_UW80_M4_FSR.npy,C:\xvecs\avergae\vl.npy,1,1.007424047447138,1
117,117,C:\xvecs\test\0\F03_B2_UW80_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-12.95324807646702,0
118,118,C:\xvecs\test\0\F03_B2_UW80_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-5.544254522694821,0
119,119,C:\xvecs\test\0\F03_B2_UW80_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-10.343223848327021,0
120,120,C:\xvecs\test\2\M05_B2_UW6_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-1.9242402300358386,0
121,121,C:\xvecs\test\2\M05_B2_UW6_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-1.6920801502482892,0
122,122,C:\xvecs\test\2\M05_B2_UW6_M4_FSR.npy,C:\xvecs\avergae\me.npy,1,1.2053880963302888,1
123,123,C:\xvecs\test\2\M05_B2_UW6_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-0.5665656843699605,0
124,124,C:\xvecs\test\2\M05_B2_UW84_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,0.44788921351277367,1
125,125,C:\xvecs\test\2\M05_B2_UW84_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-2.2873268778352127,0
126,126,C:\xvecs\test\2\M05_B2_UW84_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,0.5622955739120936,1
127,127,C:\xvecs\test\2\M05_B2_UW84_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-1.7155720209638723,0
128,128,C:\xvecs\test\3\M08_B2_UW36_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-15.4089064661027,0
129,129,C:\xvecs\test\3\M08_B2_UW36_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-16.398320525294082,0
130,130,C:\xvecs\test\3\M08_B2_UW36_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-14.792566717818517,0
131,131,C:\xvecs\test\3\M08_B2_UW36_M5_FSR.npy,C:\xvecs\avergae\hi.npy,1,-0.0672829818123617,0
132,132,C:\xvecs\test\1\M07_B2_UW46_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-3.109231492436903,0
133,133,C:\xvecs\test\1\M07_B2_UW46_M5_FSR.npy,C:\xvecs\avergae\lo.npy,1,2.1469302371916807,1
134,134,C:\xvecs\test\1\M07_B2_UW46_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-2.774756713323299,0
135,135,C:\xvecs\test\1\M07_B2_UW46_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-3.3672929218444647,0
136,136,C:\xvecs\test\2\F04_B2_UW19_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-5.436198542393868,0
137,137,C:\xvecs\test\2\F04_B2_UW19_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-3.3202979755797557,0
138,138,C:\xvecs\test\2\F04_B2_UW19_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,2.1846035218037354,1
139,139,C:\xvecs\test\2\F04_B2_UW19_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-2.7319730239843345,0
140,140,C:\xvecs\test\3\M08_B2_UW83_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-4.180010776250908,0
141,141,C:\xvecs\test\3\M08_B2_UW83_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-6.241660190858573,0
142,142,C:\xvecs\test\3\M08_B2_UW83_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-4.535198769267669,0
143,143,C:\xvecs\test\3\M08_B2_UW83_M5_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.4250388170698223,1
144,144,C:\xvecs\test\2\M05_B2_UW76_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-6.530285213440234,0
145,145,C:\xvecs\test\2\M05_B2_UW76_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-5.7607767101552945,0
146,146,C:\xvecs\test\2\M05_B2_UW76_M4_FSR.npy,C:\xvecs\avergae\me.npy,1,2.4061001825840247,1
147,147,C:\xvecs\test\2\M05_B2_UW76_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-6.268554861238474,0
148,148,C:\xvecs\test\0\F03_B2_UW13_M4_FSR.npy,C:\xvecs\avergae\vl.npy,1,0.25066749658059706,1
149,149,C:\xvecs\test\0\F03_B2_UW13_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-17.170598178823866,0
150,150,C:\xvecs\test\0\F03_B2_UW13_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-12.586366189607709,0
151,151,C:\xvecs\test\0\F03_B2_UW13_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-15.407080906612165,0
152,152,C:\xvecs\test\1\M07_B2_UW26_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-6.728885657471626,0
153,153,C:\xvecs\test\1\M07_B2_UW26_M4_FSR.npy,C:\xvecs\avergae\lo.npy,1,2.4833505227720423,1
154,154,C:\xvecs\test\1\M07_B2_UW26_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-6.165875615399127,0
155,155,C:\xvecs\test\1\M07_B2_UW26_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-7.362972511094526,0
156,156,C:\xvecs\test\3\M08_B2_UW56_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-4.654784295455158,0
157,157,C:\xvecs\test\3\M08_B2_UW56_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-5.3224569165735645,0
158,158,C:\xvecs\test\3\M08_B2_UW56_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-2.9258544123353705,0
159,159,C:\xvecs\test\3\M08_B2_UW56_M4_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.4004465649696023,1
160,160,C:\xvecs\test\2\F04_B2_UW77_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-2.8394651046889035,0
161,161,C:\xvecs\test\2\F04_B2_UW77_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-2.8637699814988675,0
162,162,C:\xvecs\test\2\F04_B2_UW77_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,2.0330033513036696,1
163,163,C:\xvecs\test\2\F04_B2_UW77_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-1.8225036064851405,0
164,164,C:\xvecs\test\2\M05_B2_UW18_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-8.760335014378938,0
165,165,C:\xvecs\test\2\M05_B2_UW18_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-9.114373479238516,0
166,166,C:\xvecs\test\2\M05_B2_UW18_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,1.7326816399656106,1
167,167,C:\xvecs\test\2\M05_B2_UW18_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-9.921572105342602,0
168,168,C:\xvecs\test\3\F05_B2_UW94_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-4.328177557168111,0
169,169,C:\xvecs\test\3\F05_B2_UW94_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-4.611719960832996,0
170,170,C:\xvecs\test\3\F05_B2_UW94_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-4.190011167392022,0
171,171,C:\xvecs\test\3\F05_B2_UW94_M4_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.4333426308298733,1
172,172,C:\xvecs\test\2\M05_B2_UW47_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-4.43324572496317,0
173,173,C:\xvecs\test\2\M05_B2_UW47_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-3.6970974476257243,0
174,174,C:\xvecs\test\2\M05_B2_UW47_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,2.340977869554191,1
175,175,C:\xvecs\test\2\M05_B2_UW47_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-2.8281177798397525,0
176,176,C:\xvecs\test\2\F04_B2_UW8_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-1.581755642166101,0
177,177,C:\xvecs\test\2\F04_B2_UW8_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-2.7334355554124095,0
178,178,C:\xvecs\test\2\F04_B2_UW8_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,1.5841689105459515,1
179,179,C:\xvecs\test\2\F04_B2_UW8_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-1.1530541100877052,0
180,180,C:\xvecs\test\3\M08_B2_UW47_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-2.438882588860542,0
181,181,C:\xvecs\test\3\M08_B2_UW47_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-0.9914007961874471,0
182,182,C:\xvecs\test\3\M08_B2_UW47_M4_FSR.npy,C:\xvecs\avergae\me.npy,0,-2.885307992350011,0
183,183,C:\xvecs\test\3\M08_B2_UW47_M4_FSR.npy,C:\xvecs\avergae\hi.npy,1,1.2870384360144076,1
184,184,C:\xvecs\test\0\M04_B2_UW3_M5_FSR.npy,C:\xvecs\avergae\vl.npy,1,2.4351336044198657,1
185,185,C:\xvecs\test\0\M04_B2_UW3_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-8.591270794700947,0
186,186,C:\xvecs\test\0\M04_B2_UW3_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-6.623262715046675,0
187,187,C:\xvecs\test\0\M04_B2_UW3_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-5.223599777569561,0
188,188,C:\xvecs\test\2\F04_B2_UW91_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-3.0535420024032263,0
189,189,C:\xvecs\test\2\F04_B2_UW91_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-4.527432398199643,0
190,190,C:\xvecs\test\2\F04_B2_UW91_M4_FSR.npy,C:\xvecs\avergae\me.npy,1,2.1721971410505176,1
191,191,C:\xvecs\test\2\F04_B2_UW91_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-2.2151731050155625,0
192,192,C:\xvecs\test\2\F04_B2_UW47_M4_FSR.npy,C:\xvecs\avergae\vl.npy,0,-1.9021523059644458,0
193,193,C:\xvecs\test\2\F04_B2_UW47_M4_FSR.npy,C:\xvecs\avergae\lo.npy,0,-0.8096277895090083,0
194,194,C:\xvecs\test\2\F04_B2_UW47_M4_FSR.npy,C:\xvecs\avergae\me.npy,1,1.0222115208189173,1
195,195,C:\xvecs\test\2\F04_B2_UW47_M4_FSR.npy,C:\xvecs\avergae\hi.npy,0,-0.974200579490109,0
196,196,C:\xvecs\test\1\M07_B2_UW73_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-9.747427696122614,0
197,197,C:\xvecs\test\1\M07_B2_UW73_M5_FSR.npy,C:\xvecs\avergae\lo.npy,1,1.8180914775710306,1
198,198,C:\xvecs\test\1\M07_B2_UW73_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-9.161021086583343,0
199,199,C:\xvecs\test\1\M07_B2_UW73_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-11.627744071745383,0
200,200,C:\xvecs\test\3\F05_B2_UW64_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,-4.291736225268103,0
201,201,C:\xvecs\test\3\F05_B2_UW64_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-4.535000322216899,0
202,202,C:\xvecs\test\3\F05_B2_UW64_M5_FSR.npy,C:\xvecs\avergae\me.npy,0,-4.1837489812925135,0
203,203,C:\xvecs\test\3\F05_B2_UW64_M5_FSR.npy,C:\xvecs\avergae\hi.npy,1,2.4238177527075937,1
204,204,C:\xvecs\test\2\M05_B2_UW60_M5_FSR.npy,C:\xvecs\avergae\vl.npy,0,0.8122891466532494,1
205,205,C:\xvecs\test\2\M05_B2_UW60_M5_FSR.npy,C:\xvecs\avergae\lo.npy,0,-5.155429964233694,0
206,206,C:\xvecs\test\2\M05_B2_UW60_M5_FSR.npy,C:\xvecs\avergae\me.npy,1,0.13672634208980483,1
207,207,C:\xvecs\test\2\M05_B2_UW60_M5_FSR.npy,C:\xvecs\avergae\hi.npy,0,-5.586743060546755,0
